name,name_ga,county,lat,lon,type
Ballygobban Bridge,,,52.9114722,-6.4317295,hamlet
Cross Bridge,,,52.8168034,-6.5025076,hamlet
Snugborough Bridge,,,53.010264,-6.5827837,hamlet
Oldmill Bridge,,,53.2539963,-6.5363093,hamlet
Lowtown,,,52.936173,-6.2294703,hamlet
Kingston Bridge,,,52.9022997,-6.2166907,hamlet
Kilquade,Cill Chomhaid,,53.1127897,-6.0870708,hamlet
Grangeford Bridge,,,52.940211,-6.8260702,hamlet
Crossnacole Bridge,,,52.9036736,-6.5908119,hamlet
Firhouse,Teach na Giúise,,53.2808061,-6.3401853,suburb
Knockananiller,,,53.2535812,-6.4755571,hamlet
Bluebell,An Cloigín Gorm,,53.3303497,-6.3410163,suburb
Loughduff,,,53.8793836,-7.4657721,village
Coonnaluinga,,,53.6122559,-9.8551579,hamlet
Cappagowlaun,,,53.6129225,-9.8487178,hamlet
Baylin,,,53.4330662,-7.8461837,village
Teemore,An Tigh Mór,,54.1543545,-7.5265499,village
Dernaflaw,,,54.9257578,-6.9666516,hamlet
Foreglen,An Forghleann,,54.9289056,-7.0271966,village
Gallony,,,54.8896834,-6.9976798,hamlet
Crettyard,Crochta Ard,,52.8425037,-7.1306496,hamlet
Shiskine,,,55.5190284,-5.3072065,village
Crecora,Craobh Chomhartha,,52.5748816,-8.6678706,village
Ringville,,,52.2989324,-7.0328165,hamlet
Ballochgair,,,55.489255,-5.5203244,hamlet
Bridgend,,,55.581932,-5.4962544,hamlet
Fowlard's Bridge,,,53.5834415,-7.730643,hamlet
Adamstown,,,53.3378194,-6.4586895,suburb
Croboy,,,53.4901057,-7.0450284,hamlet
An Chathair,An Chathair,,53.245685,-9.3506181,hamlet
Saile Thúna,Saile Thúna,,53.2445958,-9.3333168,hamlet
An Chré Dhubh,An Chré Dhubh,,53.2457971,-9.3248949,hamlet
An Tuar Beag,An Tuar Beag,,53.2443033,-9.321565,hamlet
An Cnocán Glas,An Cnocán Glas,,53.2465587,-9.3162481,hamlet
An Coill Rua,An Coill Rua,,53.2473773,-9.3559105,hamlet
Baile na mBrobhach,Baile na mBrobhach,Galway,53.263002,-9.3565459,hamlet
Kilmore Quay,Cé na Cille Móire,,52.1729654,-6.5890655,village
Coolnahay,,,53.5375526,-7.4747365,hamlet
Gaddrystown,,,53.5463859,-7.4789904,hamlet
Ballinderrin,,,53.422485,-6.7963364,hamlet
Dunderry,,,53.6075749,-6.7734819,village
Dunny's Crossroads,,,53.0999522,-6.8688227,hamlet
Sheshoon Crossroads,,,53.1266852,-6.8593802,hamlet
Maddenstown Crossroads,,,53.1335818,-6.8757292,hamlet
Tracey's Crossroads,,,53.1423968,-6.8872544,hamlet
Ardclough,Áth Cloch,,53.2977759,-6.5682961,village
Dualla,,,52.5412441,-7.8160828,village
Gortletteragh,,Leitrim,53.883794,-7.8192139,village
Doolough Cross,,,53.1334975,-7.1955752,hamlet
The Glebe,,,53.2251924,-6.9900541,hamlet
Ballyhackamore,Baile an Chacamair,,54.5955941,-5.8687932,suburb
Drumkilly,,,53.89043,-7.3431604,village
Corlismore,,,53.9264479,-7.4701635,village
Tacumshane,,,52.2089511,-6.4224264,village
Innisrush,,,54.8720972,-6.5240603,hamlet
Flood's Crossroads,,,53.2182258,-6.7230936,hamlet
Lodgepark,,,53.3098211,-6.6031971,hamlet
Halfway,An Leath Slí,,51.80442,-8.5703833,hamlet
Tubride,,,53.7560839,-7.1665281,hamlet
Monmore,,,52.6793011,-9.5132915,hamlet
Cloghbolie,,,54.8928481,-8.3042114,hamlet
Drumlaghdrid,,,54.8975372,-8.3279865,hamlet
Meenacarn,,,54.8818883,-8.3143394,hamlet
Boyoughter,,,54.8680633,-8.2936542,hamlet
Kellyville,,,52.9910626,-7.0930051,hamlet
Balgeen,,Meath,53.6611171,-6.3351705,hamlet
Lettermore,,,54.8615998,-7.7705697,hamlet
Abbey,An Mhainistir,,53.1021754,-8.3923137,village
Ballinphunta,,,54.3191836,-8.5532752,hamlet
Ballyweelin,,,54.30556,-8.5343289,hamlet
Leenan Fort,,,55.2466753,-7.5309458,hamlet
Aghaloora,,,53.8537574,-7.3791115,village
Corrinagh,,,53.8631893,-7.6621918,hamlet
Edenmore,,,53.8481031,-7.6607326,hamlet
Tawnagh,,,53.8555456,-7.6894859,hamlet
Gaigue,,,53.8455713,-7.6962665,hamlet
Mollyglass,,,53.8664646,-7.6252161,hamlet
Annagh,,,53.8760291,-7.6613508,hamlet
Birrinagh,,,53.9014227,-7.6105391,hamlet
Camagh,,,53.8651006,-7.6798946,hamlet
Kiltycon,,,53.892218,-7.6694189,hamlet
Annaghdaniel,,,53.8748653,-7.6433264,hamlet
Rosduff,,,53.8910547,-7.5927721,hamlet
Cuingareen,,,53.8637315,-7.6325117,hamlet
Aghamore Lower,,,53.8839726,-7.651652,hamlet
Smear,,,53.8738533,-7.6162039,hamlet
Crott,,,53.8885761,-7.6177531,hamlet
Rathmore,,,53.853101,-7.6184355,hamlet
Cornadrung,,,53.8736508,-7.5844465,hamlet
Leggagh,,,53.8981355,-7.6451331,hamlet
Carrickmaguirk,,,53.8881208,-7.6369792,hamlet
Dunbeggan,,,53.8521897,-7.5920855,hamlet
Polladoey,,,53.8646932,-7.5908838,hamlet
Enaghan,,,53.8961126,-7.5695935,hamlet
Cleenrah,,,53.8599883,-7.6038486,hamlet
Cloonback,,,53.8666164,-7.6471931,hamlet
Gortroe,An Gort Rua,,52.0675024,-9.5495626,hamlet
Trillick,Trí Leac,,54.4521123,-7.4867991,village
Coolronan Bridge,,,53.5576583,-6.979698,hamlet
Crookstown Bridge,,,53.0204402,-6.8068494,hamlet
Fionntrá,,,52.1279221,-10.3811664,village
Four Winds,,,54.5523087,-5.8937787,suburb
Dolla,,,52.7976269,-8.1911095,village
Deputy's Pass,,,52.9473269,-6.158266,hamlet
Dromiskin,,,53.9218022,-6.400143,village
Dunmore,Dún Mhór,,52.6902511,-7.2580281,hamlet
Mountrice Cross,,,53.1715317,-7.0285301,hamlet
Mullaghroe Cross,,,53.1683722,-7.032195,hamlet
Aghaboy,,,53.7757221,-7.7158269,hamlet
New Tipperary,,,51.9966087,-8.7344768,hamlet
Raghly,,,54.3262847,-8.6501259,village
13th Lock,,,53.3011726,-6.5550504,hamlet
Tullyhommon,,,54.5494632,-7.830621,hamlet
Ray Upper,,,55.143878,-8.0593439,hamlet
Pallas,,,51.7543779,-9.8818898,hamlet
Darver,,,53.9270494,-6.4586509,village
Carrigmore,,,51.7340123,-8.9975616,hamlet
Casey,,,55.170014,-7.96588,hamlet
Ardagh,,,51.6391015,-9.8350563,hamlet
Cloonaghlin,,,51.6275943,-9.8398629,hamlet
Glanarough,,,51.6015856,-10.1253357,hamlet
Billeragh,,,51.6174697,-10.1361504,hamlet
Scrivoge,,,51.6051047,-10.1131874,hamlet
Cloghfune,,,51.6112607,-10.0869662,hamlet
Killough,,,51.6100081,-10.0637093,hamlet
Canalmore,,,51.6127797,-10.1158944,hamlet
Loughnanemore,,,51.6033108,-10.1017661,hamlet
Teernahillane,,,51.6503929,-9.9600258,hamlet
Foher,,,51.6216264,-10.0858536,hamlet
Gortaghig,,,51.6681763,-10.0599328,hamlet
Knockeen,,,51.6590193,-10.0153008,hamlet
Kealogue,,,51.636225,-10.0321236,hamlet
Inchinteskin,,,51.6726876,-9.9803431,hamlet
Caminches,,,51.6404865,-10.0300637,hamlet
Ardacluggin,,,51.6805494,-9.9925803,hamlet
Ballaghacahereen,,,51.6611966,-10.0720569,hamlet
Cloontreem,,,51.6714235,-9.9071541,hamlet
Gowlane,,,51.6920389,-9.9030118,hamlet
Derrymihan,,,51.6570492,-9.8981419,hamlet
Pullincha,,,51.6833986,-9.9244919,hamlet
Rodeen,,,51.6575284,-9.8866406,hamlet
Caheravart,,,51.695983,-9.9145602,hamlet
Bealalocpa,,,51.677438,-9.9233761,hamlet
Gortatornora,,,51.6956238,-9.9067282,hamlet
Bawnard,,,51.6980046,-9.9192809,hamlet
Kilmackowen,,,51.686751,-9.9139348,hamlet
Coolieragh,,,51.7105602,-9.5887203,hamlet
Inchintaggart,,,51.7381708,-9.5586947,hamlet
Lecanvey,Leac an Anfa,Mayo,53.779316,-9.687335,village
Glengarriff,An Gleann Garbh,Cork,51.7501967,-9.5499762,village
Castletown,Baile an Chaisleáin,,53.7540716,-7.331543,hamlet
Ballynameagh,,,53.7172032,-7.3432968,hamlet
Rochestown,,,53.7072707,-7.3502742,hamlet
Ballynagall Little,,,53.7066756,-7.3357094,hamlet
Ballynagall,,,53.7018489,-7.3387993,hamlet
Carn,,,53.6894081,-7.3437871,hamlet
Turbotstown,,,53.7015977,-7.357893,hamlet
Fearmore,,,53.6978687,-7.3653465,hamlet
Williamstown,,,53.6798252,-7.3502303,hamlet
Simonstown,,,53.6849928,-7.3690522,hamlet
Whitehall,,,53.7620885,-7.9214068,village
Taylorstown,,,54.7948231,-6.3944549,hamlet
Moneyglass,An Muine Glas,,54.7782584,-6.4203056,hamlet
Tim Lyn's Rocks,,,55.1946457,-8.019304,hamlet
Baile Liam,Baile Liam,,53.2460904,-9.2933981,hamlet
Slatta,,,53.8000249,-7.9780091,village
Derryfeacle,,,53.8552509,-7.9775517,hamlet
Drumquin,,,54.6156809,-7.4885233,village
Springfield,,,54.3684972,-7.7340169,hamlet
Mullyleggan Bridge,,,54.4070108,-6.7023256,hamlet
Milltown,,,54.407683,-6.7657642,village
Arthur's Bridge,,,53.1555012,-7.3747877,hamlet
Calliburn,,,55.470604,-5.6082897,hamlet
Marsh,,,52.8035094,-6.1604984,hamlet
Tiknock,,,52.8071414,-6.1464007,hamlet
Lavey,Leamhaí,,53.9666169,-7.2303888,village
Knockatemple,,,53.8053325,-7.0925416,hamlet
Ballyroe Bridge,,,52.9559194,-6.948738,hamlet
Cross,,,53.8551373,-7.0136764,hamlet
Ballyknockan,,,53.1059777,-6.4987491,village
Maryborough,,,51.8716656,-8.4182624,suburb
Dublin,Baile Átha Cliath,,53.3493795,-6.2605593,city
Harristown,,,53.0966119,-6.9717011,hamlet
Stabannan,,,53.8665227,-6.4455412,village
Lenaderg,,,54.3741742,-6.2861694,village
Derryleigh Bridge,,,51.5643993,-9.2038558,hamlet
Ahoghill,Achadh Eochaille,,54.8513314,-6.3656884,village
Millbrook,,,54.839313,-5.8606793,hamlet
Kilwaughter,Cill Uachtair,,54.833216,-5.8893195,hamlet
Carncastle,Carn an Chaistil,,54.8961522,-5.8818158,village
Old Mill,,,54.8923689,-5.8620275,hamlet
Carnalbanagh,,,54.9048268,-6.0234774,hamlet
McElroystown,,,54.9092562,-6.0767574,hamlet
Athlunkard,Áth Longfoirt,Clare,52.6845833,-8.6045556,hamlet
Raloo,,,54.7969006,-5.8532406,village
Clogagh,,,51.6753758,-8.798162,hamlet
Crosreagh,An Chros Riabhach,,51.6745109,-8.778936,village
Ballymartle,Baile an Mhoirtéalaigh,,51.7703088,-8.5179408,hamlet
Ballinacurra,,,51.7903025,-8.7109546,hamlet
Inagh,Eidhneach,,52.8769424,-9.1761865,village
An Baile Thiar,An Baile Thiar,,53.0674413,-9.5275731,hamlet
Dún Laoghaire,Dún Laoghaire,Dublin,53.2922794,-6.1360079,town
An Chlais,An Chlais,,52.2213198,-10.3026061,hamlet
Tinure,Tigh an Iúir,,53.7904695,-6.4199087,village
Saint Mullin's,Tigh Moling,,52.4889791,-6.9260827,village
Kilcurly,,,54.00638,-6.4679824,hamlet
Tullaghoge,Tulach Óc,,54.6059992,-6.7229364,hamlet
Drung,,,54.0412572,-7.2226905,hamlet
Sandholes,Clais an Ghainimn,,54.5949221,-6.7797073,village
Garvetagh,,,54.6852136,-7.578501,hamlet
Teevurcher,Taobh Urchair,,53.8796745,-6.9275735,hamlet
Spring Mount,,,51.9203395,-8.4908308,suburb
Fairview,,,51.9110351,-8.485525,suburb
Effrinagh,,,53.9743719,-7.9909907,village
Druid,,,55.5739477,-5.3455159,hamlet
Dunedin,,,55.5609028,-5.3451748,hamlet
Cnocan Cuallaich,,,55.5612155,-5.3398409,hamlet
Balnagore,,,55.5431765,-5.3327121,hamlet
Torbeg,An Tòrr Beag,,55.5121958,-5.3287659,village
Stepping,,,55.5798658,-5.3586397,hamlet
Shedog,,,55.5204791,-5.3040081,hamlet
Auchagallon,,,55.5605603,-5.3386356,hamlet
Strone,,,55.329775,-5.7454897,hamlet
Macharioch Farm,,,55.3263244,-5.5753045,hamlet
Dickeystown,,,54.7741915,-5.991988,hamlet
Draperstown,Baile na Croise,,54.79358,-6.7842045,village
Fourmilewater,,,52.2791919,-7.750577,hamlet
Bellanode,Béal Átha an Fhóid,,54.267033,-7.0352078,village
Ardtanagh,,,54.3806168,-6.0591084,hamlet
Corbet,,,54.3392089,-6.2046409,hamlet
Loughmore,,,52.756912,-7.8304302,village
Lacken,,,53.1400261,-6.4881,hamlet
Munterconnaught,,,53.7923359,-7.0656194,hamlet
Clonvaraghan,,,54.2982522,-5.9268704,hamlet
Portbradden,,,55.2350613,-6.4159502,hamlet
Ballyallaght,,,55.2213195,-6.4848186,hamlet
Doneen Cottages,,,53.483106,-10.0107145,hamlet
Ardbear Cottages,,,53.4814878,-10.0215916,hamlet
Ardbear,,,53.4802058,-10.0247338,hamlet
Ballyboggan,,,53.324606,-8.385904,hamlet
Bogside,,,54.9964253,-7.3299301,suburb
Balloo,Baile Aodha,,54.4738737,-5.6905676,village
Shrigley,Srioglaí,,54.4101244,-5.6646258,hamlet
Craughwell,Creachmhaoil,,53.2306783,-8.7348719,village
Monaster,,,52.521176,-8.6686273,hamlet
Athy,Baile Átha Í,,52.9923938,-6.9835926,town
Stonepark,,,54.647765,-8.2245795,hamlet
Turris Hill,,,54.6492847,-8.215279,hamlet
Kilbrin,Cill Bhrain,,52.2111971,-8.8304061,village
Moore's Cross,,,52.8512368,-7.0718961,hamlet
Oldcourt Crossroads,,,53.3615911,-7.014285,hamlet
Illaunmunnagh,,,53.3871151,-8.8697702,hamlet
Ardress,An tArdriasc,,54.4430841,-6.5998599,village
Waterfoot,,,55.0604186,-6.0583439,village
Aghagallon,Achadh Gallan,,54.5068068,-6.2978174,village
Lower Ballinderry,,,54.5445576,-6.2563572,village
Ballinderry Upper,,,54.5401636,-6.2038289,village
Aghalee,Achadh Lí,,54.5205213,-6.2679269,village
Bailliesmill,,,54.4578527,-5.9587687,village
Bleary,,,54.4249901,-6.3463088,village
Aghnagraigue,,,52.9196094,-7.2047679,hamlet
Liscolman,,,55.1696049,-6.4540503,village
Lyre,,,52.0808644,-8.8623198,hamlet
Eochaill,Eochaill,,53.1311766,-9.6995445,hamlet
Buckna,Bocshnamh,,54.8995562,-6.116705,village
Drains Bay,,,54.8790808,-5.8357881,village
New Twopothouse,,,52.185845,-8.6711092,village
Riverstown,Baile idir dhá Abhainn,,54.1296896,-8.3971469,village
Attical,Áit Tí Chathail,,54.1088314,-6.0438548,hamlet
Killusty,,,52.4504524,-7.6323663,hamlet
Achinhoan,,,55.3938817,-5.5380468,hamlet
Feòchaig,,,55.3631179,-5.5307271,hamlet
Scotch Street,Sráid na nAlbanach,,54.4403391,-6.5135661,village
Carrickmacross,Carraig Mhachaire Rois,,53.9770462,-6.7193763,town
Templederry,,,52.7737329,-8.0756265,village
Ballynamona Lower,,,53.7727735,-7.5452478,hamlet
Templeglantine,,,52.3974632,-9.1745261,village
Moynalvy,Maigh nAilbhe,,53.47724,-6.6795801,village
Darragh,,,52.3092252,-8.4089625,hamlet
Killian,,,53.5006577,-8.4152899,hamlet
Ballyforan,Béal Átha Feorainne,,53.4701813,-8.2660979,village
Lislea,,,54.1569028,-6.460346,hamlet
Mullaghbawn,Mullach Bán,,54.108535,-6.4784902,village
Cummeenduasig,,,51.9391332,-9.4925266,hamlet
Baile an Sceilg,Baile an Sceilg,,51.8249167,-10.2742359,village
Articlave,Ard an Chléibh,,55.1469805,-6.7739521,village
Barndarrig,An Bhearn Dearg,,52.911825,-6.1149949,village
Dartry,,,53.3099564,-6.2631069,suburb
Mowhan,,,54.2684649,-6.5126458,hamlet
Braniel,,,54.5769657,-5.8599022,suburb
Belmont,,,54.5994937,-5.8596823,suburb
Tullycarnet,,,54.5891953,-5.8360974,suburb
Errew,,,53.7963897,-9.264592,village
Keeloges,,,53.8788642,-9.1599611,village
Snugboro,,,53.8663193,-9.3282902,village
Park,An Pháirc,,53.9077105,-9.1995263,village
Ross,,,53.9193322,-9.2432102,village
Bofeenaun,Both Faonáin,,53.9866051,-9.3267823,village
Garrafrauns,Na Garfráin,,53.6340328,-8.8231829,village
Bekan,,,53.7579559,-8.8508466,village
Taugheen,,,53.7010344,-9.081084,village
Robeen,,,53.680563,-9.1493831,hamlet
Bun na hAbhna,Bun na hAbhna,,54.1920161,-9.9056178,village
Ardnabrocky,,,54.9888513,-7.2834746,suburb
Magheraveely,Machaire Mhílic,,54.1969767,-7.2859252,village
Liscloon,Lios Claon,,54.8787243,-7.2633622,hamlet
Carraholly,,,53.8147929,-9.5928777,village
Lagmore,,,54.5512515,-6.0338061,suburb
Mount Eagles,,,54.5535413,-6.0476892,suburb
Hillhall,,,54.5102146,-6.0094114,village
Eglinton,,,55.0266097,-7.176451,village
Blarney,An Bhlarna,,51.9324626,-8.5680966,town
Affane,,,52.1347895,-7.8251324,hamlet
Ballyclamay,,,53.5386938,-7.6737665,hamlet
Gyles Quay,,,53.9856057,-6.2383001,hamlet
Ballon,Ballán,,52.7392233,-6.7693693,village
Ardattin,Ard Aitinn,,52.7540225,-6.7069763,village
Portraine,Port Reachrann,,53.4934234,-6.112271,village
Blacklion,,,52.7514608,-6.6702301,hamlet
Kilbraghan,Cill Bhearcháin,,52.5938139,-7.4601536,hamlet
Slade,An Slaod,,52.1339882,-6.9109316,village
Kilbrittain,Cill Briotáin,,51.6735948,-8.6920027,village
The Butts,,,52.769718,-7.0787559,hamlet
Kylemore,,,53.1013154,-8.3643648,village
Weir Village,,,53.2109714,-8.893552,hamlet
Béal Deirg,Béal Deirg,,54.2964122,-9.5463629,village
Monageer,Móin na gCaor,,52.526986,-6.4791471,village
Coolaney,Cúil Áine,,54.1731061,-8.6023901,village
Annaclone,,,54.3008532,-6.1954624,village
Dungiven,Dún Geimhin,,54.9266409,-6.9236545,town
Barrack Bog,,,53.7036095,-7.7962073,hamlet
Ballysadare,Baile Easa Dara,,54.2098884,-8.509265,village
Daingean,An Daingean,,53.2975051,-7.290978,village
Tullahought,,,52.4206289,-7.3643935,hamlet
Lurgan,An Lorgain,,54.460824,-6.3292491,town
Newtown,,,52.8786862,-8.2960244,hamlet
Killasmeestia,,,52.8922311,-7.6456609,hamlet
Kilconnell,,,53.3322842,-8.4004224,hamlet
Meentubbrid,,,54.9519359,-7.9209119,hamlet
Carrigrohane,,,51.8924452,-8.5635259,village
Ballywaltrim,,,53.1885047,-6.1242342,suburb
Moneystown,,,53.0034637,-6.1992922,hamlet
Raholp,Ráth Cholpa,,54.3523545,-5.6430588,hamlet
Thomastown,,,53.495386,-7.1276641,hamlet
Ballylickey,Béal Átha Leice,,51.7226292,-9.4417977,village
Westport Harbour,,,53.8000674,-9.5470189,suburb
Gortnahoe,Gort na hUamha,,52.6757247,-7.6023975,village
Ardkeen,,,54.4344151,-5.5331244,hamlet
Killoscully,,,52.7687555,-8.327215,village
Moycarky,,,52.6262342,-7.7904122,village
Rossadrehid,,,52.4153664,-8.1089931,hamlet
Threemilehouse,Teach na dTrí Mhíle,,54.2165174,-7.0442106,village
Dooradoyle,Tuar an Daill,,52.6359639,-8.6494406,suburb
Raheen,An Ráithín,,52.630218,-8.661614,suburb
Agher,,,53.4584152,-6.7677755,hamlet
The Pocket,,,51.7029709,-9.8041963,hamlet
Glenmore,,,51.7130037,-9.7919251,hamlet
Canagullen,,,51.7269909,-9.7773735,hamlet
Coolcreen,,,51.727239,-9.7659714,hamlet
Clare,,,54.3261911,-6.4466378,village
Baile Ghib,,,53.7078832,-6.7403768,hamlet
Kilcooley,Cill Chúile,,54.6485532,-5.6967231,suburb
Ballybeen,,,54.5901988,-5.7946851,suburb
Ballycraigy,Baile Craigeach,,54.707031,-6.1847008,suburb
Ballykeel,An Baile Caol,,54.8595046,-6.2574584,suburb
Clarawood,,,54.5870073,-5.8661409,suburb
The Holyland,,,54.5842751,-5.9267515,suburb
Upper Falls,,,54.585841,-5.9733132,suburb
Carrick Hill,,,54.6046238,-5.935634,suburb
Queen's Quarter,,,54.5857761,-5.9357142,suburb
Domhnach Phádraig,Domhnach Phádraig,,53.6965209,-6.7593502,hamlet
Cúil Aodha,Cúil Aodha,,51.9281669,-9.218213,village
North Strand,An Trá Thuaidh,,53.3584282,-6.2416181,suburb
Ballybough,An Baile Bocht,,53.3613503,-6.2461912,suburb
East Wall,An Port Thoir,,53.3540688,-6.233519,suburb
Drumkeeran,Droim Caorthainn,,54.1684984,-8.1435719,village
Tubber,,,52.9896643,-8.894024,hamlet
Munninane,,,54.372899,-8.5298845,village
Oxmantown,Baile Lochlannach,,53.3504032,-6.2885051,suburb
Grangegorman,Gráinseach Ghormáin,,53.3546668,-6.279672,suburb
North Wall,Port Thuaidh,,53.3489554,-6.2396078,suburb
Killyman,Cill na mBan,,54.4922526,-6.7026675,village
Ballyronan,Baile Uí Rónáin,,54.7071304,-6.5339309,village
Poll Rathnaí,Poll Rathnaí,,53.9339392,-9.9135354,village
Baile na hAbhann,Baile na hAbhann,,53.2409228,-9.5025426,village
Ballinderry,,,53.0241182,-8.2214995,hamlet
Tully,,,53.5957965,-9.9754484,village
Aughafatten,,,54.9092437,-6.0770388,hamlet
Correen,,,54.9162884,-6.2091354,hamlet
Carlingford,Cairlinn,,54.0410801,-6.1865063,town
Carrowclare,,,55.0861364,-7.0049462,hamlet
Bolea,Both Liath,,55.0731961,-6.8850645,hamlet
Craigywarren,,,54.9068771,-6.2567773,hamlet
Cheekpoint,Pointe na Síge,,52.2689939,-6.9958602,village
Crooke,An Crúc,,52.22886,-6.9740951,village
Bendooragh,Bun Dúraí,,55.0480454,-6.5499109,village
The Rock,,,54.5920499,-6.8346447,village
Derrynoose,Doire Núis,,54.2294284,-6.7707598,village
Erganagh,,,54.7175296,-7.5526336,village
Letterkern,,,54.534911,-7.7340047,hamlet
Drumsurn,Droim Sorn,,54.9964285,-6.8754872,hamlet
Katesbridge,,,54.3027363,-6.1420802,hamlet
Dalintober,,,55.4297269,-5.6044348,suburb
Askomill,,,55.4283754,-5.5899509,suburb
Knocknagree,,,52.1222818,-9.2076473,village
Flurrybridge,Droichead Gallaigh,,54.0979741,-6.3602841,village
Killedmond,,,52.6118302,-6.8389142,hamlet
Newtown,,,52.5987597,-6.8909576,hamlet
Kilmanagh,,,52.6205528,-7.4249134,village
Belleek,Béal Leice,,54.1847551,-6.4855868,hamlet
Ahiohill,Achadh Eochaille,,51.7101235,-8.8920925,hamlet
Ballymacpeake,,,54.8684866,-6.5421587,hamlet
Ring,An Rinn,Cork,51.6127159,-8.8500735,village
Kiltaffrey,,,53.596282,-7.8167383,hamlet
Altnamaken,,,54.1652168,-6.6315113,hamlet
Castletown,Baile an Chaisleáin,,53.7804207,-6.7145485,village
Toem,,,52.5791537,-8.1958644,hamlet
Clady Milltown,Baile an Mhuilinn,,54.2646875,-6.5317221,hamlet
Scarva,,,54.3314622,-6.3623647,village
Fallylea,Fáladh Fhleadha,,54.8492061,-6.7243327,hamlet
Downhill,,,55.1659259,-6.8229418,hamlet
Capecastle,,,55.1658528,-6.3044334,hamlet
Loughinisland,Loch an Oileain,,54.3367777,-5.8223048,hamlet
Gortnahey,Gort na hÁithe,,54.9578296,-6.9707706,village
Burnfoot,,,54.9650381,-6.938965,village
Straidarran,Sráid Uí Áráin,,54.8983264,-7.0917073,village
Aldergrove,Na Fearnóga,,54.6448939,-6.2429127,village
Finsboro,,,52.8214812,-7.1862048,hamlet
Carradale Harbour,,,55.591853,-5.4631835,hamlet
Kilmacsimon,,,51.732758,-8.6331642,hamlet
Sandycove,,,51.6771315,-8.5242855,hamlet
Clintyfinnan,,,55.1225365,-6.3639906,hamlet
Magherahoney,,,55.0975757,-6.3134336,hamlet
Jamestown,,,53.9268765,-8.0303119,village
Lurganboy,,,54.3135472,-8.2109197,village
Glennanore,,,52.2823967,-7.6205214,hamlet
Moneygurney,,,51.8593147,-8.4059859,suburb
Docklands,,,51.8980974,-8.450404,suburb
Dougarie,,,55.5832974,-5.3608313,hamlet
Donnybrook,,,51.8672944,-8.4390128,suburb
Doran's Point,,,54.005545,-9.8693533,hamlet
Faha,,,52.1799879,-7.4666634,hamlet
Fallagloon,Fáladh Luán,,54.8475884,-6.7262737,hamlet
Mothel,,,52.2990841,-7.4200845,hamlet
Carrigeen,,,52.2713113,-7.2159775,village
Glenullin,,,54.9566869,-6.7367425,village
Bracknagh,,,53.2097135,-7.0963448,village
Willbrook,Shraoth An Mhuilinn,,53.2939667,-6.2870828,suburb
Moygownagh,,,54.1623462,-9.344733,hamlet
Glen,An Gleann,,54.8451155,-6.7091655,village
Culnady,Cuil Chnáidí,,54.8654302,-6.620774,village
Upperlands,Áth an Phortáin,,54.8788337,-6.6403915,village
Whitechurch,,,53.2779208,-6.2893897,suburb
Scholarstown,,,53.2772136,-6.3113988,suburb
Knockanore,,,52.0528914,-7.8899756,hamlet
Kilrossanty,,,52.1778918,-7.5447922,village
Dunhill,,,52.1724753,-7.2642865,village
Mín Doire Thoirc,Mín Doire Thoirc,,54.9367704,-8.2599807,hamlet
Lack,,,54.5462042,-7.5768005,village
Mount Temple,An Grianán,,53.4265582,-7.7766125,village
Moyvoughly,,,53.4410798,-7.7004854,suburb
Walderstown,,,53.4660876,-7.7985745,hamlet
Tír Chiana,Tír Chiana,,54.8678492,-6.707769,village
Magheramore,,,53.4020645,-7.7840219,hamlet
Doon,,,53.332404,-7.821752,hamlet
Drumraney,,,53.4810077,-7.7499294,hamlet
Ardnagrath,,,53.4836082,-7.7899384,hamlet
Boher,,,53.4611834,-7.5958762,hamlet
Tubberclare,,,53.4936405,-7.8546369,village
Corbeg,,,53.3124805,-7.8206426,hamlet
Endrim,,,53.3037967,-7.8540633,hamlet
Clonmacnoise,,,53.3250159,-7.9805375,hamlet
Knockdomney,,,53.4011725,-7.7527916,hamlet
Boher,,,53.3256048,-7.7283114,hamlet
Ballycon,,,53.2935173,-7.1956671,hamlet
Grangemockler,,,52.4459633,-7.469355,village
Rochestown,,,51.8752284,-8.4023724,suburb
Mahon Bridge,,,52.2044616,-7.4996283,hamlet
Kilpatrick,,,55.4906041,-5.3205798,hamlet
Madden,,,54.2868252,-6.7431449,village
Ballinure,,,52.5640492,-7.767323,village
Moyglass,,,52.5235905,-7.7181832,village
Ballina,Béal an Átha,,52.80923,-8.437325,village
Attymon,Áth Tíomáin,,53.3211376,-8.6090017,village
Lavey,Leamhaigh,,54.8305769,-6.6048685,village
Fotish Village,,,54.1065216,-9.3257927,village
Merrion,Muirfin,,53.317692,-6.2091839,suburb
Killaloe,,,52.8067603,-8.4405427,village
Lisnamuck,Lios na Muc,,54.8394001,-6.7514291,village
Na Gorta Dubha,Na Gorta Dubha,,52.1783357,-10.4212122,village
Mulhussey,Maol Hosae,,53.4365511,-6.6217024,hamlet
Donaghcloney,,,54.420105,-6.2603363,village
Ballycullen,,,53.2705921,-6.3284704,suburb
Cloone,,,53.9458992,-7.7853479,village
Aughavas,,,53.9587777,-7.7253721,village
Fenagh,,,54.0202058,-7.8343345,village
Drumcoura,,,54.0283187,-7.7546899,village
Newtown Gore,An Dúcharraig,,54.043284,-7.6759817,village
Drumcong,,,54.0290025,-7.9733497,village
Kilclare,,,54.008383,-8.0146631,village
Eslinbridge,,,53.9394412,-7.9167926,village
Foxfield,,,54.023869,-7.8633037,village
